,ID,datetime,temperature,var1,pressure,windspeed,var2,electricity_consumption,ec,ws,hour,month,ec_shift
6787,8923,2014-07-07 19:00:00,-7.1,-6.4,998.0,3.04,A,378.0,5.934894195619588,1.1118575154181303,19,7,5.973809611869261
6788,8924,2014-07-07 20:00:00,-5.7,-9.3,1003.0,2.265,A,396.0,5.981414211254481,0.8175747589349974,20,7,5.988961416889864
6789,8925,2014-07-07 21:00:00,-8.6,-5.7,1001.0,2.265,A,405.0,6.003887067106539,0.8175747589349974,21,7,5.934894195619588
6790,8926,2014-07-07 22:00:00,-7.9,-9.3,1005.0,1.765,A,366.0,5.902633333401366,0.56815069038526,22,7,5.981414211254481
6791,8927,2014-07-07 23:00:00,-7.1,-7.9,1015.0,2.78,A,399.0,5.988961416889864,1.0224509277025455,23,7,6.003887067106539
6792,8928,2014-07-08 00:00:00,-7.1,-8.6,1013.0,3.73,A,390.0,5.966146739123692,1.3164082336557241,0,7,5.902633333401366
6793,8929,2014-07-08 01:00:00,-7.1,-7.9,1011.0,1.64,A,405.0,6.003887067106539,0.494696241836107,1,7,5.988961416889864
6794,8930,2014-07-08 02:00:00,-7.9,-8.6,1003.0,1.64,A,429.0,6.061456918928017,0.494696241836107,2,7,5.966146739123692
6795,8931,2014-07-08 03:00:00,-7.1,-7.1,995.0,3.755,A,375.0,5.926926025970411,1.3230882852160981,3,7,6.003887067106539
6796,8932,2014-07-08 04:00:00,-8.6,-6.4,997.0,6.295,A,372.0,5.918893854273146,1.8397556674963105,4,7,6.061456918928017
6797,8933,2014-07-08 05:00:00,-8.6,-6.4,998.0,8.46,A,360.0,5.886104031450156,2.135349173618132,5,7,5.926926025970411
6798,8934,2014-07-08 06:00:00,-8.6,-8.6,1006.0,10.59,A,342.0,5.834810737062605,2.359910159613315,6,7,5.918893854273146
6799,8935,2014-07-08 07:00:00,-10.0,-8.6,1011.0,12.505,A,342.0,5.834810737062605,2.5261285643295825,7,7,5.886104031450156
6800,8936,2014-07-08 08:00:00,-8.6,-8.6,999.0,17.15,A,306.0,5.723585101952381,2.8419981736119486,8,7,5.834810737062605
6801,8937,2014-07-08 09:00:00,-8.6,-9.3,997.0,3.04,A,318.0,5.762051382780177,1.1118575154181303,9,7,5.834810737062605
6802,8938,2014-07-08 10:00:00,-7.1,-10.0,1003.0,2.665,A,348.0,5.8522024797744745,0.9802040576178078,10,7,5.723585101952381
6803,8939,2014-07-08 11:00:00,-5.0,-8.6,1007.0,4.205,A,324.0,5.780743515792329,1.4362742934249113,11,7,5.762051382780177
6804,8940,2014-07-08 12:00:00,-3.6,-9.3,994.0,2.765,A,375.0,5.926926025970411,1.0170406349742982,12,7,5.8522024797744745
6805,8941,2014-07-08 13:00:00,-3.6,-7.9,994.0,2.53,A,351.0,5.860786223465865,0.9282193027394288,13,7,5.780743515792329
6806,8942,2014-07-08 14:00:00,-2.9,-10.7,1000.0,3.92,A,363.0,5.8944028342648505,1.366091653802371,14,7,5.926926025970411
6807,8943,2014-07-08 15:00:00,-3.6,-11.4,1006.0,5.46,A,351.0,5.860786223465865,1.6974487897568136,15,7,5.860786223465865
6808,8944,2014-07-08 16:00:00,-2.9,-10.0,1002.0,6.35,A,345.0,5.84354441703136,1.8484548129046001,16,7,5.8944028342648505
6809,8945,2014-07-08 17:00:00,-5.7,-7.1,1011.0,7.615,A,405.0,6.003887067106539,2.0301199863471253,17,7,5.860786223465865
6810,8946,2014-07-08 18:00:00,-7.9,-8.6,999.0,2.765,A,399.0,5.988961416889864,1.0170406349742982,18,7,5.84354441703136
6811,8947,2014-07-08 19:00:00,-8.6,-9.3,999.0,1.325,A,435.0,6.075346031088684,0.2814124594381855,19,7,6.003887067106539
6812,8948,2014-07-08 20:00:00,-10.0,-12.1,1009.0,2.525,A,444.0,6.095824562432225,0.9262410627273231,20,7,5.988961416889864
6813,8949,2014-07-08 21:00:00,-7.1,-9.3,997.0,2.1,A,456.0,6.1224928095143865,0.7419373447293773,21,7,6.075346031088684
6814,8950,2014-07-08 22:00:00,-10.0,-8.6,1005.0,4.115,A,465.0,6.142037405587356,1.4146388341290332,22,7,6.095824562432225
6815,8951,2014-07-08 23:00:00,-8.6,-12.1,992.0,2.515,A,522.0,6.257667587882639,0.9222728035517026,23,7,6.1224928095143865
6816,8952,2014-07-09 00:00:00,-10.0,-10.7,1000.0,1.95,A,540.0,6.29156913955832,0.6678293725756554,0,7,6.142037405587356
6817,8953,2014-07-09 01:00:00,-10.0,-11.4,1003.0,2.265,A,528.0,6.269096283706261,0.8175747589349974,1,7,6.257667587882639
6818,8954,2014-07-09 02:00:00,-12.1,-11.4,1012.0,3.405,A,438.0,6.082218910376446,1.2252449396014757,2,7,6.29156913955832
6819,8955,2014-07-09 03:00:00,-12.1,-12.9,1009.0,4.545,A,360.0,5.886104031450156,1.514027727629442,3,7,6.269096283706261
6820,8956,2014-07-09 04:00:00,-11.4,-10.0,1013.0,5.21,A,342.0,5.834810737062605,1.6505798557652755,4,7,6.082218910376446
6821,8957,2014-07-09 05:00:00,-11.4,-10.7,998.0,7.5,A,288.0,5.662960480135946,2.0149030205422647,5,7,5.886104031450156
6822,8958,2014-07-09 06:00:00,-12.1,-13.6,996.0,9.915,A,258.0,5.552959584921617,2.294048761971759,6,7,5.834810737062605
6823,8959,2014-07-09 07:00:00,-12.1,-10.7,999.0,12.17,A,276.0,5.62040086571715,2.498973906999436,7,7,5.662960480135946
6824,8960,2014-07-09 08:00:00,-11.4,-12.9,997.0,13.585,A,339.0,5.82600010738045,2.608966242878311,8,7,5.552959584921617
6825,8961,2014-07-09 09:00:00,-8.6,-10.0,1000.0,15.5,A,318.0,5.762051382780177,2.740840023925201,9,7,5.62040086571715
6826,8962,2014-07-09 10:00:00,-6.4,-12.9,1004.0,3.165,A,303.0,5.713732805509369,1.1521530555961395,10,7,5.82600010738045
6827,8963,2014-07-09 11:00:00,-3.6,-11.4,1001.0,1.64,A,288.0,5.662960480135946,0.494696241836107,11,7,5.762051382780177
6828,8964,2014-07-09 12:00:00,-2.1,-11.4,1008.0,2.655,A,288.0,5.662960480135946,0.9764446546939021,12,7,5.713732805509369
6829,8965,2014-07-09 13:00:00,-2.1,-11.4,992.0,4.17,A,291.0,5.673323267171493,1.4279160358107101,13,7,5.662960480135946
6830,8966,2014-07-09 14:00:00,-1.4,-11.4,1001.0,2.915,A,429.0,6.061456918928017,1.0698698198024557,14,7,5.662960480135946
6831,8967,2014-07-09 15:00:00,-2.1,-11.4,992.0,6.17,A,393.0,5.973809611869261,1.8196988379172965,15,7,5.673323267171493
6832,8968,2014-07-09 16:00:00,-2.1,-9.3,990.0,9.94,A,381.0,5.942799375126701,2.2965670206684825,16,7,6.061456918928017
6833,8969,2014-07-09 17:00:00,-2.9,-12.9,1005.0,14.46,A,381.0,5.942799375126701,2.671386216730619,17,7,5.973809611869261
6834,8970,2014-07-09 18:00:00,-5.7,-12.1,1007.0,1.765,A,360.0,5.886104031450156,0.56815069038526,18,7,5.942799375126701
6835,8971,2014-07-09 19:00:00,-9.3,-10.7,994.0,3.29,A,405.0,6.003887067106539,1.1908875647772805,19,7,5.942799375126701
6836,8972,2014-07-09 20:00:00,-9.3,-11.4,1011.0,4.83,A,504.0,6.222576268071369,1.5748464676644813,20,7,5.886104031450156
6837,8973,2014-07-09 21:00:00,-7.9,-11.4,996.0,6.22,A,564.0,6.335054251498059,1.827769906751088,21,7,6.003887067106539
6838,8974,2014-07-09 22:00:00,-11.4,-14.3,995.0,3.04,A,600.0,6.396929655216146,1.1118575154181303,22,7,6.222576268071369
6839,8975,2014-07-09 23:00:00,-9.3,-12.9,1007.0,3.68,A,603.0,6.401917196727186,1.3029127521808397,23,7,6.335054251498059
6840,8976,2014-07-10 00:00:00,-7.9,-10.7,994.0,5.445,A,627.0,6.440946540632921,1.694697756384924,0,7,6.396929655216146
6841,8977,2014-07-10 01:00:00,-9.3,-10.0,1010.0,2.915,A,609.0,6.411818267709897,1.0698698198024557,1,7,6.401917196727186
6842,8978,2014-07-10 02:00:00,-7.9,-10.7,1012.0,5.33,A,642.0,6.464588303689961,1.673351238177753,2,7,6.440946540632921
6843,8979,2014-07-10 03:00:00,-10.0,-8.6,997.0,3.415,A,696.0,6.54534966033442,1.2281774930227534,3,7,6.411818267709897
6844,8980,2014-07-10 04:00:00,-10.0,-11.4,998.0,4.455,A,828.0,6.71901315438526,1.4940270609227726,4,7,6.464588303689961
6845,8981,2014-07-10 05:00:00,-9.3,-7.9,993.0,5.845,A,819.0,6.70808408385307,1.7655865949240317,5,7,6.54534966033442
6846,8982,2014-07-10 06:00:00,-9.3,-7.9,999.0,2.64,A,786.0,6.666956792429207,0.9707789171582248,6,7,6.71901315438526
6847,8983,2014-07-10 07:00:00,-11.4,-11.4,997.0,3.03,A,804.0,6.6895992691789665,1.1085626195212777,7,7,6.70808408385307
6848,8984,2014-07-10 08:00:00,-11.4,-10.7,995.0,3.92,A,780.0,6.659293919683638,1.366091653802371,8,7,6.666956792429207
6849,8985,2014-07-10 09:00:00,-10.7,-9.3,994.0,4.6850000000000005,A,792.0,6.674561391814426,1.5443659156903857,9,7,6.6895992691789665
6850,8986,2014-07-10 10:00:00,-8.6,-8.6,1009.0,3.04,A,780.0,6.659293919683638,1.1118575154181303,10,7,6.659293919683638
6851,8987,2014-07-10 11:00:00,-2.9,-10.0,1004.0,8.085,A,768.0,6.643789733147672,2.0900104930290704,11,7,6.674561391814426
6852,8988,2014-07-10 12:00:00,-2.1,-12.9,999.0,13.77,A,363.0,5.8944028342648505,2.6224923127405635,12,7,6.659293919683638
6853,8989,2014-07-10 13:00:00,-0.7,-12.9,995.0,21.695,A,192.0,5.2574953720277815,3.077081819250314,13,7,6.643789733147672
6854,8990,2014-07-10 14:00:00,-2.1,-13.6,997.0,30.885,A,207.0,5.332718793265369,3.4302706291478624,14,7,5.8944028342648505
6855,8991,2014-07-10 15:00:00,-2.1,-15.0,1008.0,38.81,A,216.0,5.375278407684165,3.658677945380815,15,7,5.2574953720277815
6856,8992,2014-07-10 16:00:00,-1.4,-15.0,999.0,48.0,A,204.0,5.318119993844216,3.871201010907891,16,7,5.332718793265369
6857,8993,2014-07-10 17:00:00,-5.0,-19.3,1010.0,55.675,A,210.0,5.3471075307174685,4.0195312131434315,17,7,5.375278407684165
6858,8994,2014-07-10 18:00:00,-3.6,-15.7,1010.0,62.95,A,219.0,5.389071729816501,4.142340760490356,18,7,5.318119993844216
6859,8995,2014-07-10 19:00:00,-5.7,-17.1,999.0,72.39,A,183.0,5.209486152841421,4.28206816830505,19,7,5.3471075307174685
6860,8996,2014-07-10 20:00:00,-5.7,-15.7,1005.0,80.58,A,216.0,5.375278407684165,4.389250479763201,20,7,5.389071729816501
6861,8997,2014-07-10 21:00:00,-7.1,-17.1,1008.0,86.14,A,213.0,5.3612921657094255,4.455973879625964,21,7,5.209486152841421
6862,8998,2014-07-10 22:00:00,-7.9,-15.7,1011.0,90.91,A,180.0,5.19295685089021,4.509870006133767,22,7,5.375278407684165
6863,8999,2014-07-10 23:00:00,-8.6,-15.7,1014.0,4.63,A,198.0,5.288267030694535,1.5325568680981427,23,7,5.3612921657094255
6864,9000,2014-07-11 00:00:00,-8.6,-15.0,1013.0,9.025,A,222.0,5.402677381872279,2.1999985042189447,0,7,5.19295685089021
6865,9001,2014-07-11 01:00:00,-10.0,-15.7,1003.0,11.03,A,201.0,5.303304908059076,2.400618833265411,1,7,5.288267030694535
6866,9002,2014-07-11 02:00:00,-10.0,-17.1,1015.0,1.765,A,207.0,5.332718793265369,0.56815069038526,2,7,5.402677381872279
6867,9003,2014-07-11 03:00:00,-12.1,-17.1,1012.0,4.505,A,189.0,5.241747015059643,1.5051878910603012,3,7,5.303304908059076
6868,9004,2014-07-11 04:00:00,-11.4,-17.9,1007.0,4.38,A,204.0,5.318119993844216,1.4770487243883548,4,7,5.332718793265369
6869,9005,2014-07-11 05:00:00,-10.0,-15.7,1007.0,2.64,A,216.0,5.375278407684165,0.9707789171582248,5,7,5.241747015059643
6870,9006,2014-07-11 06:00:00,-10.7,-17.1,1007.0,3.215,A,207.0,5.332718793265369,1.1678273576895826,6,7,5.318119993844216
6871,9007,2014-07-11 07:00:00,-11.4,-14.3,1020.0,3.04,A,234.0,5.455321115357702,1.1118575154181303,7,7,5.375278407684165
6872,9008,2014-07-11 08:00:00,-7.9,-16.4,1014.0,5.33,A,228.0,5.429345628954441,1.673351238177753,8,7,5.332718793265369
6873,9009,2014-07-11 09:00:00,-9.3,-15.7,1017.0,8.085,A,264.0,5.575949103146316,2.0900104930290704,9,7,5.455321115357702
6874,9010,2014-07-11 10:00:00,-7.9,-14.3,1006.0,9.125,A,210.0,5.3471075307174685,2.211017899468555,10,7,5.429345628954441
6875,9011,2014-07-11 11:00:00,-7.1,-17.1,1001.0,3.415,A,216.0,5.375278407684165,1.2281774930227534,11,7,5.575949103146316
6876,9012,2014-07-11 12:00:00,-5.0,-12.9,1009.0,3.68,A,243.0,5.493061443340548,1.3029127521808397,12,7,5.3471075307174685
6877,9013,2014-07-11 13:00:00,-4.3,-13.6,1006.0,4.645,A,267.0,5.58724865840025,1.5357913722658016,13,7,5.375278407684165
6878,9014,2014-07-11 14:00:00,-5.7,-15.0,1015.0,8.665,A,240.0,5.480638923341991,2.159291923167569,14,7,5.493061443340548
6879,9015,2014-07-11 15:00:00,-4.3,-15.7,1001.0,14.835,A,240.0,5.480638923341991,2.6969892537427853,15,7,5.58724865840025
6880,9016,2014-07-11 16:00:00,-4.3,-13.6,993.0,19.63,A,264.0,5.575949103146316,2.9770590082883697,16,7,5.480638923341991
6881,9017,2014-07-11 17:00:00,-5.7,-15.0,1013.0,23.775,A,258.0,5.552959584921617,3.168634608431454,17,7,5.480638923341991
6882,9018,2014-07-11 18:00:00,-6.4,-16.4,997.0,26.155,A,279.0,5.631211781821365,3.2640403768225745,18,7,5.575949103146316
6883,9019,2014-07-11 19:00:00,-5.7,-15.0,996.0,29.035,A,282.0,5.641907070938114,3.368501998824013,19,7,5.552959584921617
6884,9020,2014-07-11 20:00:00,-5.7,-14.3,1009.0,32.04,A,312.0,5.7430031878094825,3.4669851222001586,20,7,5.631211781821365
6885,9021,2014-07-11 21:00:00,-7.9,-12.1,1003.0,35.17,A,315.0,5.752572638825633,3.5601934464858913,21,7,5.641907070938114
6886,9022,2014-07-11 22:00:00,-8.6,-12.1,1010.0,37.085,A,318.0,5.762051382780177,3.6132125751885216,22,7,5.7430031878094825
6887,9023,2014-07-11 23:00:00,-9.3,-14.3,1001.0,1.89,A,345.0,5.84354441703136,0.636576829071551,23,7,5.752572638825633
6888,9024,2014-07-12 00:00:00,-11.4,-12.1,993.0,3.415,A,336.0,5.817111159963204,1.2281774930227534,0,7,5.762051382780177
6889,9025,2014-07-12 01:00:00,-13.6,-17.1,990.0,3.54,A,378.0,5.934894195619588,1.264126727145683,1,7,5.84354441703136
6890,9026,2014-07-12 02:00:00,-12.1,-16.4,990.0,4.055,A,375.0,5.926926025970411,1.3999506875673762,2,7,5.817111159963204
6891,9027,2014-07-12 03:00:00,-13.6,-15.0,993.0,5.07,A,390.0,5.966146739123692,1.623340817603092,3,7,5.934894195619588
6892,9028,2014-07-12 04:00:00,-14.3,-17.1,1002.0,2.765,A,375.0,5.926926025970411,1.0170406349742982,4,7,5.926926025970411
6893,9029,2014-07-12 05:00:00,-13.6,-14.3,1006.0,3.155,A,378.0,5.934894195619588,1.1489884959931764,5,7,5.966146739123692
6894,9030,2014-07-12 06:00:00,-12.1,-15.0,993.0,4.57,A,363.0,5.8944028342648505,1.5195132049061133,6,7,5.926926025970411
6895,9031,2014-07-12 07:00:00,-11.4,-12.9,992.0,6.085,A,375.0,5.926926025970411,1.8058267264394905,7,7,5.934894195619588
6896,9032,2014-07-12 08:00:00,-10.7,-12.9,990.0,7.0,A,327.0,5.7899601708972535,1.9459101490553132,8,7,5.8944028342648505
6897,9033,2014-07-12 09:00:00,-7.9,-14.3,992.0,10.38,A,330.0,5.799092654460526,2.3398808777377424,9,7,5.926926025970411
6898,9034,2014-07-12 10:00:00,-5.7,-12.9,996.0,14.275,A,324.0,5.780743515792329,2.658509755542074,10,7,5.7899601708972535
6899,9035,2014-07-12 11:00:00,-5.0,-13.6,990.0,15.815,A,342.0,5.834810737062605,2.760958856757612,11,7,5.799092654460526
6900,9036,2014-07-12 12:00:00,-2.9,-14.3,986.0,18.105,A,348.0,5.8522024797744745,2.8961881432176044,12,7,5.780743515792329
6901,9037,2014-07-12 13:00:00,-1.4,-13.6,1000.0,2.79,A,372.0,5.918893854273146,1.0260415958332743,13,7,5.834810737062605
6902,9038,2014-07-12 14:00:00,-1.4,-13.6,995.0,3.88,A,414.0,6.025865973825314,1.355835153635182,14,7,5.8522024797744745
6903,9039,2014-07-12 15:00:00,-0.7,-15.7,989.0,7.26,A,375.0,5.926926025970411,1.9823798288367047,15,7,5.918893854273146
6904,9040,2014-07-12 16:00:00,-0.7,-13.6,987.0,9.175,A,366.0,5.902633333401366,2.216482393940634,16,7,6.025865973825314
6905,9041,2014-07-12 17:00:00,-3.6,-12.1,1002.0,1.95,A,363.0,5.8944028342648505,0.6678293725756554,17,7,5.926926025970411
6906,9042,2014-07-12 18:00:00,-7.1,-13.6,995.0,2.15,A,402.0,5.996452088619021,0.7654678421395714,18,7,5.902633333401366
6907,9043,2014-07-12 19:00:00,-7.1,-12.9,996.0,2.1,A,366.0,5.902633333401366,0.7419373447293773,19,7,5.8944028342648505
6908,9044,2014-07-12 20:00:00,-7.1,-13.6,1001.0,4.115,A,399.0,5.988961416889864,1.4146388341290332,20,7,5.996452088619021
6909,9045,2014-07-12 21:00:00,-6.4,-14.3,1002.0,3.165,A,381.0,5.942799375126701,1.1521530555961395,21,7,5.902633333401366
6910,9046,2014-07-12 22:00:00,-7.1,-12.1,995.0,5.455,A,456.0,6.1224928095143865,1.696532619285034,22,7,5.988961416889864
6911,9047,2014-07-12 23:00:00,-5.7,-12.1,992.0,9.25,A,396.0,5.981414211254481,2.224623551524334,23,7,5.942799375126701
6912,9048,2014-07-13 00:00:00,-7.9,-13.6,988.0,12.255,A,309.0,5.733341276897746,2.505934016980076,0,7,6.1224928095143865
6913,9049,2014-07-13 01:00:00,-10.0,-15.0,995.0,16.9,A,273.0,5.60947179518496,2.8273136219290276,1,7,5.981414211254481
6914,9050,2014-07-13 02:00:00,-7.9,-14.3,988.0,20.655,A,264.0,5.575949103146316,3.027957420848728,2,7,5.733341276897746
6915,9051,2014-07-13 03:00:00,-11.4,-15.7,1007.0,23.675,A,258.0,5.552959584921617,3.164419639072142,3,7,5.60947179518496
6916,9052,2014-07-13 04:00:00,-10.0,-14.3,989.0,27.18,A,267.0,5.58724865840025,3.3024814087229974,4,7,5.575949103146316
6917,9053,2014-07-13 05:00:00,-10.0,-12.9,994.0,30.825,A,240.0,5.480638923341991,3.428326049050408,5,7,5.552959584921617
6918,9054,2014-07-13 06:00:00,-10.0,-12.9,988.0,32.864999999999995,A,255.0,5.541263545158426,3.492408261715539,6,7,5.58724865840025
6919,9055,2014-07-13 07:00:00,-7.9,-15.7,997.0,34.905,A,234.0,5.455321115357702,3.552630085422365,7,7,5.480638923341991
6920,9056,2014-07-13 08:00:00,-7.1,-12.9,1009.0,37.91,A,225.0,5.41610040220442,3.635214929528243,8,7,5.541263545158426
6921,9057,2014-07-13 09:00:00,-6.4,-11.4,1001.0,41.665,A,249.0,5.517452896464707,3.72966144783417,9,7,5.455321115357702
6922,9058,2014-07-13 10:00:00,-3.6,-11.4,1002.0,44.935,A,225.0,5.41610040220442,3.805217001110337,10,7,5.41610040220442
6923,9059,2014-07-13 11:00:00,-0.7,-13.6,995.0,46.475,A,237.0,5.4680601411351315,3.838914533607508,11,7,5.517452896464707
6924,9060,2014-07-13 12:00:00,0.0,-13.6,999.0,48.64,A,231.0,5.442417710521793,3.8844462376579116,12,7,5.41610040220442
6925,9061,2014-07-13 13:00:00,-1.4,-13.6,1005.0,3.54,A,243.0,5.493061443340548,1.264126727145683,13,7,5.4680601411351315
6926,9062,2014-07-13 14:00:00,-0.7,-14.3,988.0,4.18,A,276.0,5.62040086571715,1.430311246536665,14,7,5.442417710521793
6927,9063,2014-07-13 15:00:00,-2.1,-13.6,998.0,5.645,A,276.0,5.62040086571715,1.7307701976016252,15,7,5.493061443340548
6928,9064,2014-07-13 16:00:00,-2.1,-12.9,1005.0,8.525,A,249.0,5.517452896464707,2.1430030231695807,16,7,5.62040086571715
6929,9065,2014-07-13 17:00:00,-0.7,-13.6,1002.0,12.03,A,219.0,5.389071729816501,2.4874035299865875,17,7,5.62040086571715
6930,9066,2014-07-13 18:00:00,-2.9,-11.4,989.0,14.66,A,264.0,5.575949103146316,2.6851226964585053,18,7,5.517452896464707
6931,9067,2014-07-13 19:00:00,-4.3,-12.1,1001.0,16.575,A,261.0,5.564520407322694,2.807895536071926,19,7,5.389071729816501
6932,9068,2014-07-13 20:00:00,-4.3,-11.4,1005.0,18.615,A,261.0,5.564520407322694,2.92396770732468,20,7,5.575949103146316
6933,9069,2014-07-13 21:00:00,-7.1,-10.7,997.0,1.64,A,264.0,5.575949103146316,0.494696241836107,21,7,5.564520407322694
6934,9070,2014-07-13 22:00:00,-7.1,-12.9,993.0,3.03,A,294.0,5.683579767338681,1.1085626195212777,22,7,5.564520407322694
6935,9071,2014-07-13 23:00:00,-10.0,-13.6,992.0,3.04,A,291.0,5.673323267171493,1.1118575154181303,23,7,5.575949103146316
6936,9072,2014-07-14 00:00:00,-8.6,-15.0,997.0,4.33,A,351.0,5.860786223465865,1.4655675420143985,0,7,5.683579767338681
6937,9073,2014-07-14 01:00:00,-9.3,-12.9,988.0,8.335,A,345.0,5.84354441703136,2.1204635162027574,1,7,5.673323267171493
6938,9074,2014-07-14 02:00:00,-9.3,-11.4,996.0,10.25,A,339.0,5.82600010738045,2.327277705584417,2,7,5.860786223465865
6939,9075,2014-07-14 03:00:00,-8.6,-10.7,987.0,1.89,A,330.0,5.799092654460526,0.636576829071551,3,7,5.84354441703136
6940,9076,2014-07-14 04:00:00,-7.9,-12.9,1005.0,6.295,A,324.0,5.780743515792329,1.8397556674963105,4,7,5.82600010738045
6941,9077,2014-07-14 05:00:00,-9.3,-13.6,987.0,1.2,A,312.0,5.7430031878094825,0.1823215567939546,5,7,5.799092654460526
6942,9078,2014-07-14 06:00:00,-10.0,-14.3,995.0,2.665,A,255.0,5.541263545158426,0.9802040576178078,6,7,5.780743515792329
6943,9079,2014-07-14 07:00:00,-10.0,-12.9,1002.0,5.33,A,252.0,5.529429087511423,1.673351238177753,7,7,5.7430031878094825
6944,9080,2014-07-14 08:00:00,-10.0,-15.0,991.0,8.21,A,246.0,5.5053315359323625,2.105352923464337,8,7,5.541263545158426
6945,9081,2014-07-14 09:00:00,-3.6,-15.0,997.0,5.895,A,237.0,5.4680601411351315,1.7741045339893342,9,7,5.529429087511423
6946,9082,2014-07-14 10:00:00,-2.9,-12.9,994.0,10.955,A,219.0,5.389071729816501,2.3937959730474296,10,7,5.5053315359323625
6947,9083,2014-07-14 11:00:00,-1.4,-15.7,993.0,15.5,A,240.0,5.480638923341991,2.740840023925201,11,7,5.4680601411351315
6948,9084,2014-07-14 12:00:00,-2.1,-13.6,986.0,19.005,A,228.0,5.429345628954441,2.944702102441212,12,7,5.389071729816501
6949,9085,2014-07-14 13:00:00,0.0,-14.3,990.0,5.005,A,228.0,5.429345628954441,1.6104374127671839,13,7,5.480638923341991
6950,9086,2014-07-14 14:00:00,-0.7,-13.6,984.0,4.505,A,207.0,5.332718793265369,1.5051878910603012,14,7,5.429345628954441
6951,9087,2014-07-14 15:00:00,-1.4,-15.7,1004.0,5.92,A,213.0,5.3612921657094255,1.7783364488959144,15,7,5.429345628954441
6952,9088,2014-07-14 16:00:00,-2.1,-16.4,993.0,2.415,A,222.0,5.402677381872279,0.881699287104536,16,7,5.332718793265369
6953,9089,2014-07-14 17:00:00,-2.1,-16.4,1002.0,3.93,A,210.0,5.3471075307174685,1.3686394258811698,17,7,5.3612921657094255
6954,9090,2014-07-14 18:00:00,-5.7,-14.3,1005.0,4.32,A,207.0,5.332718793265369,1.463255402256019,18,7,5.402677381872279
6955,9091,2014-07-14 19:00:00,-4.3,-12.9,995.0,2.39,A,219.0,5.389071729816501,0.8712933659434193,19,7,5.3471075307174685
6956,9092,2014-07-14 20:00:00,-5.7,-12.9,993.0,2.78,A,237.0,5.4680601411351315,1.0224509277025455,20,7,5.332718793265369
6957,9093,2014-07-14 21:00:00,-7.9,-13.6,997.0,4.42,A,240.0,5.480638923341991,1.4861396960896067,21,7,5.389071729816501
6958,9094,2014-07-14 22:00:00,-6.4,-10.7,1002.0,4.995,A,216.0,5.375278407684165,1.608437412100517,22,7,5.4680601411351315
6959,9095,2014-07-14 23:00:00,-8.6,-15.0,986.0,1.515,A,216.0,5.375278407684165,0.4154154389613324,23,7,5.480638923341991
6960,9096,2014-07-15 00:00:00,-9.3,-13.6,992.0,2.64,A,237.0,5.4680601411351315,0.9707789171582248,0,7,5.375278407684165
6961,9097,2014-07-15 01:00:00,-10.0,-11.4,1004.0,2.415,A,222.0,5.402677381872279,0.881699287104536,1,7,5.375278407684165
6962,9098,2014-07-15 02:00:00,-7.9,-11.4,987.0,6.545,A,240.0,5.480638923341991,1.8787013993618633,2,7,5.4680601411351315
6963,9099,2014-07-15 03:00:00,-9.3,-12.9,997.0,7.185,A,237.0,5.4680601411351315,1.9719955195309882,3,7,5.402677381872279
6964,9100,2014-07-15 04:00:00,-9.3,-12.1,997.0,8.6,A,216.0,5.375278407684165,2.151762203259462,4,7,5.480638923341991
6965,9101,2014-07-15 05:00:00,-10.0,-12.1,986.0,1.075,A,213.0,5.3612921657094255,0.07232066157962608,5,7,5.4680601411351315
6966,9102,2014-07-15 06:00:00,-11.4,-13.6,987.0,2.465,A,234.0,5.455321115357702,0.9021918074946533,6,7,5.375278407684165
6967,9103,2014-07-15 07:00:00,-10.0,-12.9,985.0,3.29,A,240.0,5.480638923341991,1.1908875647772805,7,7,5.3612921657094255
6968,9104,2014-07-15 08:00:00,-9.3,-11.4,1005.0,1.765,A,219.0,5.389071729816501,0.56815069038526,8,7,5.455321115357702
6969,9105,2014-07-15 09:00:00,-8.6,-8.6,995.0,1.765,A,228.0,5.429345628954441,0.56815069038526,9,7,5.480638923341991
6970,9106,2014-07-15 10:00:00,-6.4,-10.7,1002.0,3.805,A,213.0,5.3612921657094255,1.3363159913136493,10,7,5.389071729816501
6971,9107,2014-07-15 11:00:00,-5.0,-8.6,993.0,1.64,A,222.0,5.402677381872279,0.494696241836107,11,7,5.429345628954441
6972,9108,2014-07-15 12:00:00,-3.6,-8.6,996.0,2.415,A,237.0,5.4680601411351315,0.881699287104536,12,7,5.3612921657094255
6973,9109,2014-07-15 13:00:00,-2.1,-10.0,998.0,2.015,A,222.0,5.402677381872279,0.7006191953986464,13,7,5.402677381872279
6974,9110,2014-07-15 14:00:00,-2.1,-9.3,1000.0,3.28,A,219.0,5.389071729816501,1.1878434223960523,14,7,5.4680601411351315
6975,9111,2014-07-15 15:00:00,-3.6,-12.1,982.0,3.795,A,234.0,5.455321115357702,1.3336844108475931,15,7,5.402677381872279
6976,9112,2014-07-15 16:00:00,-2.9,-12.9,988.0,4.8100000000000005,A,222.0,5.402677381872279,1.57069708411767,16,7,5.389071729816501
6977,9113,2014-07-15 17:00:00,-3.6,-9.3,983.0,2.39,A,228.0,5.429345628954441,0.8712933659434193,17,7,5.455321115357702
6978,9114,2014-07-15 18:00:00,-6.4,-11.4,984.0,3.755,A,210.0,5.3471075307174685,1.3230882852160981,18,7,5.402677381872279
